Ensembl.Gene.ID	Chimpanzee.Ensembl.Gene.ID	Gibbon.Ensembl.Gene.ID	Gorilla.Ensembl.Gene.ID	Marmoset.Ensembl.Gene.ID	Olive.baboon.Ensembl.Gene.ID	Orangutan.Ensembl.Gene.ID	Vervet.AGM.Ensembl.Gene.ID	Macaque.Ensembl.Gene.ID
ENSG00000082516	ENSPTRG00000017452	ENSNLEG00000016630	ENSGGOG00000010687	ENSCJAG00000007336	ENSPANG00000024861	ENSPPYG00000015978	ENSCSAG00000010767	ENSMMUG00000021228
ENSG00000082556	ENSPTRG00000038846	ENSNLEG00000000866	ENSGGOG00000000682	ENSCJAG00000014520	ENSPANG00000009674	ENSPPYG00000018586	ENSCSAG00000014703	ENSMMUG00000018372
ENSG00000082641	ENSPTRG00000022631	ENSNLEG00000002415	ENSGGOG00000002268	ENSCJAG00000007542	ENSPANG00000022904	ENSPPYG00000008890	ENSCSAG00000002550	ENSMMUG00000021935
ENSG00000082701	ENSPTRG00000015264	ENSNLEG00000005074	ENSGGOG00000007367	ENSCJAG00000008783	ENSPANG00000006079	ENSPPYG00000013507	ENSCSAG00000007111	ENSMMUG00000001980
ENSG00000082781	ENSPTRG00000015313	ENSNLEG00000000687	ENSGGOG00000011869	ENSCJAG00000006606	ENSPANG00000018467	ENSPPYG00000013466	ENSCSAG00000007851	ENSMMUG00000014516
ENSG00000082898	ENSPTRG00000011962	ENSNLEG00000009680	ENSGGOG00000034878	ENSCJAG00000008877	ENSPANG00000006892	ENSPPYG00000012383	ENSCSAG00000014606	ENSMMUG00000006941
ENSG00000082996	ENSPTRG00000015521	ENSNLEG00000003149	ENSGGOG00000007103	ENSCJAG00000001297	ENSPANG00000021037	ENSPPYG00000014202	ENSCSAG00000011538	ENSMMUG00000023335
ENSG00000083093	ENSPTRG00000007890	ENSNLEG00000012023	ENSGGOG00000012818	ENSCJAG00000020619	ENSPANG00000018524	ENSPPYG00000007193	ENSCSAG00000006775	ENSMMUG00000017304
ENSG00000083097	ENSPTRG00000018378	ENSNLEG00000012586	ENSGGOG00000000450	ENSCJAG00000009155	ENSPANG00000007248	ENSPPYG00000016803	ENSCSAG00000017395	ENSMMUG00000012580
ENSG00000083099	ENSPTRG00000018422	ENSNLEG00000013235	ENSGGOG00000009129	ENSCJAG00000000905	ENSPANG00000024769	ENSPPYG00000016843	ENSCSAG00000017297	ENSMMUG00000003463
ENSG00000083123	ENSPTRG00000018372	ENSNLEG00000012437	ENSGGOG00000022865	ENSCJAG00000010953	ENSPANG00000020540	ENSPPYG00000016796	ENSCSAG00000017409	ENSMMUG00000004829
ENSG00000083168	ENSPTRG00000020199	ENSNLEG00000012750	ENSGGOG00000004681	ENSCJAG00000004274	ENSPANG00000021919	ENSPPYG00000018547	ENSCSAG00000015058	ENSMMUG00000010891
ENSG00000083223	ENSPTRG00000021076	ENSNLEG00000005138	ENSGGOG00000007523	ENSCJAG00000001845	ENSPANG00000024890	ENSPPYG00000019340	ENSCSAG00000007408	ENSMMUG00000003401
ENSG00000083290	ENSPTRG00000008875	ENSNLEG00000013195	ENSGGOG00000007689	ENSCJAG00000011832	ENSPANG00000023620	ENSPPYG00000008842	ENSCSAG00000007819	ENSMMUG00000021156
ENSG00000083307	ENSPTRG00000020479	ENSNLEG00000003271	ENSGGOG00000004401	ENSCJAG00000015886	ENSPANG00000017807	ENSPPYG00000018794	ENSCSAG00000011989	ENSMMUG00000020995
ENSG00000083312	ENSPTRG00000016972	ENSNLEG00000004572	ENSGGOG00000022535	ENSCJAG00000016409	ENSPANG00000006074	ENSPPYG00000015545	ENSCSAG00000015616	ENSMMUG00000020923
ENSG00000083520	ENSPTRG00000005926	ENSNLEG00000016050	ENSGGOG00000006630	ENSCJAG00000021117	ENSPANG00000010053	ENSPPYG00000005413	ENSCSAG00000017617	ENSMMUG00000000787
ENSG00000083544	ENSPTRG00000005918	ENSNLEG00000015920	ENSGGOG00000025560	ENSCJAG00000003853	ENSPANG00000019138	ENSPPYG00000005401	ENSCSAG00000017640	ENSMMUG00000007169
ENSG00000083635	ENSPTRG00000005838	ENSNLEG00000002021	ENSGGOG00000000356	ENSCJAG00000019195	ENSPANG00000014890	ENSPPYG00000005331	ENSCSAG00000017779	ENSMMUG00000016609
ENSG00000083642	ENSPTRG00000005771	ENSNLEG00000001108	ENSGGOG00000004950	ENSCJAG00000018428	ENSPANG00000012753	ENSPPYG00000005269	ENSCSAG00000017909	ENSMMUG00000007201
ENSG00000083750	ENSPTRG00000021955	ENSNLEG00000016350	ENSGGOG00000011501	ENSCJAG00000007317	ENSPANG00000003594	ENSPPYG00000020398	ENSCSAG00000012089	ENSMMUG00000017635
ENSG00000083782	ENSPTRG00000005287	ENSNLEG00000005578	ENSGGOG00000012816	ENSCJAG00000019555	ENSPANG00000012063	ENSPPYG00000004823	ENSCSAG00000003752	ENSMMUG00000011300
ENSG00000083799	ENSPTRG00000008107	ENSNLEG00000000923	ENSGGOG00000008448	ENSCJAG00000001749	ENSPANG00000019153	ENSPPYG00000007344	ENSCSAG00000005324	ENSMMUG00000012209
ENSG00000083817	ENSPTRG00000011561	ENSNLEG00000010978	ENSGGOG00000004150	ENSCJAG00000000045	ENSPANG00000003201	ENSPPYG00000010473	ENSCSAG00000001628	ENSMMUG00000009290
ENSG00000083838	ENSPTRG00000011595	ENSNLEG00000011162	ENSGGOG00000004322	ENSCJAG00000000273	ENSPANG00000004007	ENSPPYG00000010507	ENSCSAG00000001593	ENSMMUG00000014693
ENSG00000083857	ENSPTRG00000016666	ENSNLEG00000011574	ENSGGOG00000004402	ENSCJAG00000020301	ENSPANG00000011080	ENSPPYG00000015259	ENSCSAG00000002910	ENSMMUG00000018051
ENSG00000083896	ENSPTRG00000016105	ENSNLEG00000009202	ENSGGOG00000021958	ENSCJAG00000009934	ENSPANG00000021590	ENSPPYG00000014726	ENSCSAG00000005252	ENSMMUG00000002265
ENSG00000083937	ENSPTRG00000015122	ENSNLEG00000011771	ENSGGOG00000024679	ENSCJAG00000008842	ENSPANG00000001270	ENSPPYG00000013639	ENSCSAG00000005923	ENSMMUG00000016246
ENSG00000084070	ENSPTRG00000000589	ENSNLEG00000012156	ENSGGOG00000004018	ENSCJAG00000002908	ENSPANG00000018450	ENSPPYG00000001490	ENSCSAG00000001147	ENSMMUG00000013839
ENSG00000084093	ENSPTRG00000016087	ENSNLEG00000008836	ENSGGOG00000002165	ENSCJAG00000004081	ENSPANG00000017819	ENSPPYG00000014745	ENSCSAG00000005119	ENSMMUG00000018821
ENSG00000084110	ENSPTRG00000005320	ENSNLEG00000005864	ENSGGOG00000006865	ENSCJAG00000002643	ENSPANG00000023010	ENSPPYG00000004850	ENSCSAG00000003585	ENSMMUG00000009308
ENSG00000084207	ENSPTRG00000003968	ENSNLEG00000006448	ENSGGOG00000013849	ENSCJAG00000000879	ENSPANG00000004516	ENSPPYG00000002985	ENSCSAG00000008684	ENSMMUG00000018524
ENSG00000084234	ENSPTRG00000004480	ENSNLEG00000007489	ENSGGOG00000009812	ENSCJAG00000009288	ENSPANG00000013780	ENSPPYG00000004065	ENSCSAG00000002191	ENSMMUG00000018029
ENSG00000084444	ENSPTRG00000004714	ENSNLEG00000003731	ENSGGOG00000008090	ENSCJAG00000021626	ENSPANG00000010049	ENSPPYG00000004314	ENSCSAG00000008543	ENSMMUG00000017636
ENSG00000084463	ENSPTRG00000004724	ENSNLEG00000003926	ENSGGOG00000004448	ENSCJAG00000021611	ENSPANG00000003735	ENSPPYG00000004323	ENSCSAG00000008440	ENSMMUG00000019299
ENSG00000084623	ENSPTRG00000039282	ENSNLEG00000002426	ENSGGOG00000001579	ENSCJAG00000006810	ENSPANG00000010063	ENSPPYG00000001598	ENSCSAG00000001050	ENSMMUG00000006119
ENSG00000084628	ENSPTRG00000000454	ENSNLEG00000001297	ENSGGOG00000009189	ENSCJAG00000006187	ENSPANG00000006010	ENSPPYG00000001619	ENSCSAG00000001030	ENSMMUG00000019884
ENSG00000084652	ENSPTRG00000000472	ENSNLEG00000002301	ENSGGOG00000001571	ENSCJAG00000006728	ENSPANG00000020220	ENSPPYG00000001602	ENSCSAG00000001046	ENSMMUG00000015580
ENSG00000084674	ENSPTRG00000011699	ENSNLEG00000000598	ENSGGOG00000005179	ENSCJAG00000007533	ENSPANG00000015810	ENSPPYG00000012612	ENSCSAG00000008169	ENSMMUG00000007692
ENSG00000084676	ENSPTRG00000011715	ENSNLEG00000000895	ENSGGOG00000011279	ENSCJAG00000007912	ENSPANG00000016229	ENSPPYG00000012598	ENSCSAG00000008479	ENSMMUG00000020838
ENSG00000084693	ENSPTRG00000011744	ENSNLEG00000002704	ENSGGOG00000016929	ENSCJAG00000001279	ENSPANG00000018762	ENSPPYG00000012566	ENSCSAG00000009523	ENSMMUG00000016044
ENSG00000084710	ENSPTRG00000011720	ENSNLEG00000001119	ENSGGOG00000011045	ENSCJAG00000008127	ENSPANG00000004979	ENSPPYG00000012593	ENSCSAG00000008553	ENSMMUG00000016461
ENSG00000084731	ENSPTRG00000011727	ENSNLEG00000001471	ENSGGOG00000008106	ENSCJAG00000008138	ENSPANG00000000518	ENSPPYG00000012588	ENSCSAG00000008688	ENSMMUG00000019293
ENSG00000084754	ENSPTRG00000011732	ENSNLEG00000001616	ENSGGOG00000004918	ENSCJAG00000008008	ENSPANG00000019056	ENSPPYG00000012583	ENSCSAG00000008736	ENSMMUG00000004380
ENSG00000084764	ENSPTRG00000011742	ENSNLEG00000002567	ENSGGOG00000016912	ENSCJAG00000001341	ENSPANG00000014553	ENSPPYG00000012568	ENSCSAG00000009421	ENSMMUG00000019732
ENSG00000084774	ENSPTRG00000011756	ENSNLEG00000003093	ENSGGOG00000011620	ENSCJAG00000001126	ENSPANG00000015738	ENSPPYG00000012557	ENSCSAG00000009681	ENSMMUG00000010269
ENSG00000085063	ENSPTRG00000003489	ENSNLEG00000027091	ENSGGOG00000016850	ENSCJAG00000010443	ENSPANG00000003386	ENSPPYG00000003370	ENSCSAG00000005360	ENSMMUG00000006062
ENSG00000085117	ENSPTRG00000003530	ENSNLEG00000017971	ENSGGOG00000010189	ENSCJAG00000011453	ENSPANG00000017077	ENSPPYG00000003336	ENSCSAG00000005577	ENSMMUG00000019268
ENSG00000085224	ENSPTRG00000022047	ENSNLEG00000001144	ENSGGOG00000024999	ENSCJAG00000021170	ENSPANG00000024984	ENSPPYG00000020491	ENSCSAG00000010797	ENSMMUG00000022574
ENSG00000085274	ENSPTRG00000015605	ENSNLEG00000005059	ENSGGOG00000022638	ENSCJAG00000002629	ENSPANG00000026081	ENSPPYG00000014280	ENSCSAG00000012570	ENSMMUG00000021875
ENSG00000085276	ENSPTRG00000015601	ENSNLEG00000004964	ENSGGOG00000013086	ENSCJAG00000002651	ENSPANG00000001637	ENSPPYG00000014277	ENSCSAG00000012539	ENSMMUG00000002242
ENSG00000085377	ENSPTRG00000018456	ENSNLEG00000014171	ENSGGOG00000017196	ENSCJAG00000001710	ENSPANG00000015134	ENSPPYG00000029726	ENSCSAG00000014741	ENSMMUG00000013483
ENSG00000085382	ENSPTRG00000018451	ENSNLEG00000014061	ENSGGOG00000008591	ENSCJAG00000001597	ENSPANG00000000648	ENSPPYG00000016873	ENSCSAG00000014704	ENSMMUG00000014703
ENSG00000085415	ENSPTRG00000009885	ENSNLEG00000009089	ENSGGOG00000011204	ENSCJAG00000005164	ENSPANG00000008193	ENSPPYG00000008982	ENSCSAG00000017496	ENSMMUG00000006800
ENSG00000085433	ENSPTRG00000001039	ENSNLEG00000002226	ENSGGOG00000003561	ENSCJAG00000002658	ENSPANG00000005531	ENSPPYG00000001085	ENSCSAG00000001537	ENSMMUG00000009265
ENSG00000085449	ENSPTRG00000012980	ENSNLEG00000009720	ENSGGOG00000005610	ENSCJAG00000012362	ENSPANG00000017845	ENSPPYG00000013227	ENSCSAG00000007749	ENSMMUG00000006159
ENSG00000085465	ENSPTRG00000001097	ENSNLEG00000003907	ENSGGOG00000005204	ENSCJAG00000013301	ENSPANG00000016078	ENSPPYG00000001034	ENSCSAG00000001575	ENSMMUG00000003309
ENSG00000085491	ENSPTRG00000001026	ENSNLEG00000001473	ENSGGOG00000013403	ENSCJAG00000008602	ENSPANG00000012520	ENSPPYG00000001097	ENSCSAG00000001525	ENSMMUG00000002789
ENSG00000085563	ENSPTRG00000019369	ENSNLEG00000014983	ENSGGOG00000001146	ENSCJAG00000014528	ENSPANG00000017765	ENSPPYG00000017843	ENSCSAG00000012391	ENSMMUG00000006764
ENSG00000085644	ENSPTRG00000007687	ENSNLEG00000026600	ENSGGOG00000012025	ENSCJAG00000015554	ENSPANG00000022700	ENSPPYG00000007035	ENSCSAG00000010127	ENSMMUG00000020970
ENSG00000085719	ENSPTRG00000020397	ENSNLEG00000001714	ENSGGOG00000009601	ENSCJAG00000000264	ENSPANG00000011828	ENSPPYG00000018726	ENSCSAG00000013015	ENSMMUG00000006308
ENSG00000085741	ENSPTRG00000004090	ENSNLEG00000016841	ENSGGOG00000015024	ENSCJAG00000015296	ENSPANG00000014353	ENSPPYG00000003696	ENSCSAG00000003899	ENSMMUG00000006921
ENSG00000085760	ENSPTRG00000011929	ENSNLEG00000009228	ENSGGOG00000007681	ENSCJAG00000010030	ENSPANG00000014549	ENSPPYG00000012403	ENSCSAG00000014153	ENSMMUG00000030833
ENSG00000085831	ENSPTRG00000000728	ENSNLEG00000016232	ENSGGOG00000012965	ENSCJAG00000021569	ENSPANG00000018680	ENSPPYG00000001360	ENSCSAG00000001265	ENSMMUG00000004564
ENSG00000085832	ENSPTRG00000000729	ENSNLEG00000016192	ENSGGOG00000006160	ENSCJAG00000021570	ENSPANG00000002942	ENSPPYG00000001359	ENSCSAG00000001266	ENSMMUG00000012055
ENSG00000085840	ENSPTRG00000000738	ENSNLEG00000018000	ENSGGOG00000003931	ENSCJAG00000021595	ENSPANG00000020896	ENSPPYG00000001349	ENSCSAG00000001275	ENSMMUG00000014330
ENSG00000085871	ENSPTRG00000016457	ENSNLEG00000005071	ENSGGOG00000004989	ENSCJAG00000003073	ENSPANG00000012875	ENSPPYG00000015074	ENSCSAG00000003527	ENSMMUG00000021999
ENSG00000085978	ENSPTRG00000013051	ENSNLEG00000008221	ENSGGOG00000016433	ENSCJAG00000013995	ENSPANG00000024161	ENSPPYG00000013289	ENSCSAG00000006363	ENSMMUG00000023358
ENSG00000085982	ENSPTRG00000013054	ENSNLEG00000008375	ENSGGOG00000034943	ENSCJAG00000014074	ENSPANG00000025666	ENSPPYG00000013292	ENSCSAG00000006323	ENSMMUG00000005650
ENSG00000085998	ENSPTRG00000000687	ENSNLEG00000016590	ENSGGOG00000002359	ENSCJAG00000021026	ENSPANG00000008891	ENSPPYG00000001400	ENSCSAG00000001227	ENSMMUG00000015078
ENSG00000085999	ENSPTRG00000000689	ENSNLEG00000016548	ENSGGOG00000010602	ENSCJAG00000021080	ENSPANG00000016295	ENSPPYG00000001398	ENSCSAG00000001229	ENSMMUG00000011568
ENSG00000086015	ENSPTRG00000000683	ENSNLEG00000016676	ENSGGOG00000015659	ENSCJAG00000020964	ENSPANG00000013684	ENSPPYG00000001403	ENSCSAG00000001224	ENSMMUG00000015371
ENSG00000086061	ENSPTRG00000020852	ENSNLEG00000005268	ENSGGOG00000025448	ENSCJAG00000034992	ENSPANG00000025299	ENSPPYG00000019141	ENSCSAG00000009895	ENSMMUG00000007740
ENSG00000086062	ENSPTRG00000020854	ENSNLEG00000005219	ENSGGOG00000009135	ENSCJAG00000008054	ENSPANG00000025297	ENSPPYG00000019139	ENSCSAG00000009902	ENSMMUG00000002086
ENSG00000086159	ENSPTRG00000004920	ENSNLEG00000017814	ENSGGOG00000005905	ENSCJAG00000021055	ENSPANG00000014118	ENSPPYG00000004502	ENSCSAG00000006032	ENSMMUG00000021688
ENSG00000086189	ENSPTRG00000016914	ENSNLEG00000002996	ENSGGOG00000002309	ENSCJAG00000015527	ENSPANG00000010901	ENSPPYG00000015497	ENSCSAG00000016012	ENSMMUG00000000400
ENSG00000086200	ENSPTRG00000016915	ENSNLEG00000003072	ENSGGOG00000003240	ENSCJAG00000015559	ENSPANG00000013348	ENSPPYG00000015498	ENSCSAG00000016001	ENSMMUG00000001233
ENSG00000086232	ENSPTRG00000018904	ENSNLEG00000000992	ENSGGOG00000016216	ENSCJAG00000015372	ENSPANG00000004605	ENSPPYG00000017343	ENSCSAG00000017735	ENSMMUG00000030419
ENSG00000086288	ENSPTRG00000019091	ENSNLEG00000002555	ENSGGOG00000007442	ENSCJAG00000012554	ENSPANG00000023288	ENSPPYG00000017630	ENSCSAG00000015075	ENSMMUG00000010167
ENSG00000086289	ENSPTRG00000019093	ENSNLEG00000002661	ENSGGOG00000000417	ENSCJAG00000012617	ENSPANG00000006302	ENSPPYG00000017628	ENSCSAG00000015088	ENSMMUG00000016820
ENSG00000086300	ENSPTRG00000019004	ENSNLEG00000014938	ENSGGOG00000003419	ENSCJAG00000007959	ENSPANG00000006089	ENSPPYG00000017713	ENSCSAG00000014190	ENSMMUG00000023230
ENSG00000086475	ENSPTRG00000002303	ENSNLEG00000012205	ENSGGOG00000003806	ENSCJAG00000009494	ENSPANG00000007269	ENSPPYG00000002099	ENSCSAG00000013143	ENSMMUG00000021233
ENSG00000086544	ENSPTRG00000011005	ENSNLEG00000013914	ENSGGOG00000001186	ENSCJAG00000014755	ENSPANG00000013321	ENSPPYG00000010000	ENSCSAG00000003660	ENSMMUG00000017706
ENSG00000086570	ENSPTRG00000017435	ENSNLEG00000011039	ENSGGOG00000006362	ENSCJAG00000015562	ENSPANG00000003561	ENSPPYG00000015966	ENSCSAG00000010900	ENSMMUG00000003497
ENSG00000086589	ENSPTRG00000017423	ENSNLEG00000010397	ENSGGOG00000012947	ENSCJAG00000020963	ENSPANG00000011297	ENSPPYG00000015955	ENSCSAG00000019006	ENSMMUG00000020683
ENSG00000086619	ENSPTRG00000002137	ENSNLEG00000003192	ENSGGOG00000026132	ENSCJAG00000017881	ENSPANG00000018966	ENSPPYG00000000089	ENSCSAG00000009755	ENSMMUG00000014264
ENSG00000086666	ENSPTRG00000007361	ENSNLEG00000008870	ENSGGOG00000015621	ENSCJAG00000007572	ENSPANG00000015690	ENSPPYG00000006712	ENSCSAG00000015063	ENSMMUG00000009361
ENSG00000086717	ENSPTRG00000021714	ENSNLEG00000009696	ENSGGOG00000003393	ENSCJAG00000005798	ENSPANG00000010228	ENSPPYG00000020168	ENSCSAG00000014696	ENSMMUG00000005066
ENSG00000086730	ENSPTRG00000019288	ENSNLEG00000008776	ENSGGOG00000034858	ENSCJAG00000003998	ENSPANG00000018604	ENSPPYG00000017488	ENSCSAG00000018196	ENSMMUG00000003840
ENSG00000086758	ENSPTRG00000021930	ENSNLEG00000016017	ENSGGOG00000014342	ENSCJAG00000006076	ENSPANG00000011865	ENSPPYG00000020377	ENSCSAG00000012534	ENSMMUG00000006362
ENSG00000086827	ENSPTRG00000004297	ENSNLEG00000007311	ENSGGOG00000015283	ENSCJAG00000012168	ENSPANG00000019266	ENSPPYG00000003887	ENSCSAG00000002794	ENSMMUG00000023772
ENSG00000086991	ENSPTRG00000004156	ENSNLEG00000015992	ENSGGOG00000003220	ENSCJAG00000000704	ENSPANG00000011635	ENSPPYG00000003756	ENSCSAG00000003604	ENSMMUG00000011116
ENSG00000087053	ENSPTRG00000004195	ENSNLEG00000007138	ENSGGOG00000010339	ENSCJAG00000004327	ENSPANG00000012250	ENSPPYG00000003792	ENSCSAG00000003280	ENSMMUG00000014801
ENSG00000087074	ENSPTRG00000011261	ENSNLEG00000004688	ENSGGOG00000006324	ENSCJAG00000000276	ENSPANG00000013473	ENSPPYG00000010218	ENSCSAG00000002795	ENSMMUG00000009223
ENSG00000087085	ENSPTRG00000019514	ENSNLEG00000012016	ENSGGOG00000001511	ENSCJAG00000014906	ENSPANG00000010756	ENSPPYG00000017434	ENSCSAG00000017998	ENSMMUG00000021257
ENSG00000087087	ENSPTRG00000019511	ENSNLEG00000011987	ENSGGOG00000001508	ENSCJAG00000014917	ENSPANG00000020763	ENSPPYG00000017432	ENSCSAG00000017996	ENSMMUG00000021255
ENSG00000087088	ENSPTRG00000011267	ENSNLEG00000004707	ENSGGOG00000010366	ENSCJAG00000000253	ENSPANG00000010095	ENSPPYG00000010222	ENSCSAG00000002776	ENSMMUG00000003907
ENSG00000087095	ENSPTRG00000008904	ENSNLEG00000001789	ENSGGOG00000010535	ENSCJAG00000012490	ENSPANG00000023539	ENSPPYG00000008082	ENSCSAG00000007381	ENSMMUG00000018719
ENSG00000087111	ENSPTRG00000008922	ENSNLEG00000002341	ENSGGOG00000009693	ENSCJAG00000012729	ENSPANG00000023454	ENSPPYG00000008098	ENSCSAG00000007260	ENSMMUG00000012240
ENSG00000087116	ENSPTRG00000017614	ENSNLEG00000001449	ENSGGOG00000000816	ENSCJAG00000018919	ENSPANG00000005312	ENSPPYG00000016118	ENSCSAG00000008473	ENSMMUG00000002488
ENSG00000087191	ENSPTRG00000009525	ENSNLEG00000004150	ENSGGOG00000006803	ENSCJAG00000019558	ENSPANG00000020980	ENSPPYG00000008533	ENSCSAG00000003923	ENSMMUG00000016769
ENSG00000087206	ENSPTRG00000017572	ENSNLEG00000012585	ENSGGOG00000017069	ENSCJAG00000007106	ENSPANG00000010403	ENSPPYG00000016081	ENSCSAG00000009101	ENSMMUG00000022838
ENSG00000087237	ENSPTRG00000008145	ENSNLEG00000002593	ENSGGOG00000001589	ENSCJAG00000012329	ENSPANG00000024967	ENSPPYG00000007378	ENSCSAG00000004959	ENSMMUG00000017563
ENSG00000087245	ENSPTRG00000008123	ENSNLEG00000001210	ENSGGOG00000021966	ENSCJAG00000012929	ENSPANG00000006408	ENSPPYG00000007357	ENSCSAG00000005282	ENSMMUG00000004475
ENSG00000087253	ENSPTRG00000008124	ENSNLEG00000001258	ENSGGOG00000005144	ENSCJAG00000012902	ENSPANG00000006269	ENSPPYG00000007358	ENSCSAG00000005278	ENSMMUG00000004478
ENSG00000087258	ENSPTRG00000008129	ENSNLEG00000001819	ENSGGOG00000002398	ENSCJAG00000012765	ENSPANG00000008680	ENSPPYG00000007363	ENSCSAG00000005143	ENSMMUG00000019900
ENSG00000087263	ENSPTRG00000023015	ENSNLEG00000002028	ENSGGOG00000002377	ENSCJAG00000012630	ENSPANG00000009024	ENSPPYG00000007366	ENSCSAG00000005135	ENSMMUG00000029125
ENSG00000087266	ENSPTRG00000015849	ENSNLEG00000000199	ENSGGOG00000014162	ENSCJAG00000014306	ENSPANG00000021586	ENSPPYG00000014546	ENSCSAG00000015782	ENSMMUG00000014335
ENSG00000087269	ENSPTRG00000015852	ENSNLEG00000000239	ENSGGOG00000011213	ENSCJAG00000014174	ENSPANG00000009642	ENSPPYG00000014549	ENSCSAG00000015804	ENSMMUG00000008385
ENSG00000087274	ENSPTRG00000015850	ENSNLEG00000000201	ENSGGOG00000007407	ENSCJAG00000014227	ENSPANG00000018890	ENSPPYG00000014547	ENSCSAG00000015789	ENSMMUG00000008379
ENSG00000087299	ENSPTRG00000006329	ENSNLEG00000012147	ENSGGOG00000003027	ENSCJAG00000006308	ENSPANG00000017146	ENSPPYG00000005800	ENSCSAG00000015176	ENSMMUG00000007468
ENSG00000087301	ENSPTRG00000006348	ENSNLEG00000012471	ENSGGOG00000016034	ENSCJAG00000007050	ENSPANG00000007166	ENSPPYG00000005818	ENSCSAG00000015051	ENSMMUG00000006997
ENSG00000087338	ENSPTRG00000012021	ENSNLEG00000010132	ENSGGOG00000025609	ENSCJAG00000019232	ENSPANG00000007995	ENSPPYG00000012334	ENSCSAG00000015098	ENSMMUG00000000858
ENSG00000087365	ENSPTRG00000003912	ENSNLEG00000006007	ENSGGOG00000028448	ENSCJAG00000001656	ENSPANG00000008593	ENSPPYG00000003034	ENSCSAG00000008121	ENSMMUG00000011743
ENSG00000087460	ENSPTRG00000032488	ENSNLEG00000009392	ENSGGOG00000002843	ENSCJAG00000018939	ENSPANG00000020508	ENSPPYG00000011177	ENSCSAG00000015577	ENSMMUG00000010266
ENSG00000087470	ENSPTRG00000004817	ENSNLEG00000016586	ENSGGOG00000006636	ENSCJAG00000018143	ENSPANG00000017980	ENSPPYG00000004405	ENSCSAG00000007392	ENSMMUG00000013655
ENSG00000087510	ENSPTRG00000013654	ENSNLEG00000007042	ENSGGOG00000000420	ENSCJAG00000011343	ENSPANG00000024505	ENSPPYG00000011156	ENSCSAG00000015443	ENSMMUG00000009364
ENSG00000087586	ENSPTRG00000013646	ENSNLEG00000007029	ENSGGOG00000007197	ENSCJAG00000011266	ENSPANG00000021795	ENSPPYG00000011148	ENSCSAG00000015393	ENSMMUG00000000070
ENSG00000087589	ENSPTRG00000013648	ENSNLEG00000007036	ENSGGOG00000004217	ENSCJAG00000011299	ENSPANG00000020918	ENSPPYG00000011150	ENSCSAG00000015418	ENSMMUG00000000073
ENSG00000087842	ENSPTRG00000021686	ENSNLEG00000009370	ENSGGOG00000002791	ENSCJAG00000004204	ENSPANG00000009044	ENSPPYG00000020144	ENSCSAG00000014964	ENSMMUG00000015740
ENSG00000087903	ENSPTRG00000010352	ENSNLEG00000015842	ENSGGOG00000009633	ENSCJAG00000016750	ENSPANG00000012105	ENSPPYG00000009445	ENSCSAG00000009771	ENSMMUG00000011967
ENSG00000088002	ENSPTRG00000011241	ENSNLEG00000004526	ENSGGOG00000012369	ENSCJAG00000000388	ENSPANG00000000367	ENSPPYG00000010203	ENSCSAG00000002836	ENSMMUG00000022155
ENSG00000088035	ENSPTRG00000000815	ENSNLEG00000015063	ENSGGOG00000015986	ENSCJAG00000016521	ENSPANG00000004754	ENSPPYG00000001277	ENSCSAG00000001343	ENSMMUG00000020046
ENSG00000088038	ENSPTRG00000011444	ENSNLEG00000006272	ENSGGOG00000012996	ENSCJAG00000001094	ENSPANG00000009375	ENSPPYG00000010372	ENSCSAG00000001900	ENSMMUG00000009698
ENSG00000088179	ENSPTRG00000012406	ENSNLEG00000000805	ENSGGOG00000003104	ENSCJAG00000013214	ENSPANG00000005006	ENSPPYG00000012784	ENSCSAG00000016630	ENSMMUG00000005610
ENSG00000088205	ENSPTRG00000012391	ENSNLEG00000011769	ENSGGOG00000028420	ENSCJAG00000021143	ENSPANG00000019899	ENSPPYG00000012796	ENSCSAG00000016508	ENSMMUG00000021343
ENSG00000088247	ENSPTRG00000010364	ENSNLEG00000015923	ENSGGOG00000007028	ENSCJAG00000016627	ENSPANG00000000103	ENSPPYG00000009454	ENSCSAG00000009626	ENSMMUG00000005597
ENSG00000088256	ENSPTRG00000010254	ENSNLEG00000002517	ENSGGOG00000014995	ENSCJAG00000016160	ENSPANG00000011891	ENSPPYG00000009366	ENSCSAG00000011235	ENSMMUG00000002961
ENSG00000088298	ENSPTRG00000013430	ENSNLEG00000010181	ENSGGOG00000013171	ENSCJAG00000017880	ENSPANG00000025548	ENSPPYG00000010947	ENSCSAG00000011816	ENSMMUG00000010032
ENSG00000088305	ENSPTRG00000013384	ENSNLEG00000009819	ENSGGOG00000009533	ENSCJAG00000015617	ENSPANG00000013451	ENSPPYG00000010911	ENSCSAG00000012573	ENSMMUG00000019474
ENSG00000088320	ENSPTRG00000013354	ENSNLEG00000009580	ENSGGOG00000000990	ENSCJAG00000020805	ENSPANG00000023255	ENSPPYG00000010886	ENSCSAG00000012783	ENSMMUG00000005117
ENSG00000088325	ENSPTRG00000013360	ENSNLEG00000009636	ENSGGOG00000011815	ENSCJAG00000020774	ENSPANG00000000703	ENSPPYG00000010892	ENSCSAG00000012752	ENSMMUG00000000966
