Ensembl.Gene.ID	Ensembl.Transcript.ID	HGNC.Symbol	UniProt.SwissProt.Accession	UniProt.SwissProt.Length	PSG	PSR.total	ExAC.unique_variants.missense.background	ExAC.unique_variants.missense.observed	ExAC.unique_variants.missense.observed.per_codon	ExAC.unique_variants.synonymous.background	ExAC.unique_variants.synonymous.observed	ExAC.unique_variants.synonymous.observed.per_codon	ExAC.unique_variants.dN_dS	ExAC.allele_frequencies.total_missense.per_codon	ExAC.allele_frequencies.total_synonymous.per_codon	ExAC.allele_frequencies.total_missense_over_total_synonymous.per_codon
ENSG00000089818	ENST00000339754	NECAP1	Q8NC96	275	FALSE	NA	1798	80	0.290909090909091	588	39	0.141818181818182	0.670830837682896	NA	NA	NA
ENSG00000089820	ENST00000370028	ARHGAP4	P98171-2	986	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	7.76923509127789e-05	0.000602177231237323	0.000130850991458528
ENSG00000089876	ENST00000284690	DHX32	Q7L7V1	743	FALSE	NA	4925	218	0.293405114401077	1431	107	0.144010767160162	0.591978746619859	2.04633041722746e-05	0.000619212943472409	4.44781709949714e-05
ENSG00000089916	ENST00000261530	GPATCH2L	Q9NWQ4	482	FALSE	NA	3161	158	0.327800829875519	980	78	0.161825726141079	0.628006392005127	1.32427219917012e-05	3.53200539419087e-05	0.000777873301069265
ENSG00000090013	ENST00000263368	BLVRB	P30043	206	FALSE	NA	1317	93	0.451456310679612	485	43	0.20873786407767	0.796471897017535	6.25404223300971e-05	0.000532649383495146	0.000569970214109105
ENSG00000090054	ENST00000262554	SPTLC1	O15269	473	FALSE	NA	3082	141	0.298097251585624	968	77	0.162790697674419	0.575136738666914	NA	NA	NA
ENSG00000090060	ENST00000216277	PAPOLA	P51003	745	FALSE	NA	4908	121	0.16241610738255	1512	96	0.128859060402685	0.388294621026895	NA	NA	NA
ENSG00000090061	ENST00000389879	CCNK	O75909	580	FALSE	NA	3758	90	0.155172413793103	1243	96	0.16551724137931	0.310088477913784	2.68998293103448e-05	0.000118575229310345	0.000391135790519382
ENSG00000090104	ENST00000367459	RGS1	Q08116	209	FALSE	NA	1401	70	0.334928229665072	394	25	0.119617224880383	0.787437544610992	NA	NA	NA
ENSG00000090238	ENST00000398841	YPEL3	P61236-2	157	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	6.51604649681529e-05	4.78735031847134e-06	0.0866940543525704
ENSG00000090266	ENST00000476279	NDUFB2	O95178	105	FALSE	NA	689	41	0.39047619047619	218	16	0.152380952380952	0.81077648766328	2.69318380952381e-05	3.68898095238095e-06	0.0695296884033998
ENSG00000090372	ENST00000391910	STRN4	Q9NRL3-3	760	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	3.93701197368421e-05	0.000192457472368421	0.000269164862709294
ENSG00000090382	ENST00000261267	LYZ	P61628	148	FALSE	NA	975	49	0.331081081081081	293	19	0.128378378378378	0.775006747638327	0.000312302641891892	1.44682432432432e-06	1.45847215192589
ENSG00000090402	ENST00000264382	SI	P14410	1827	TRUE	8	12124	751	0.411056376573618	3502	277	0.151614668856048	0.783123726308292	0.0010043690530925	0.000784788967159277	0.000700489913771967
ENSG00000090432	ENST00000264198	MUL1	Q969V5	352	FALSE	NA	2292	110	0.3125	742	65	0.184659090909091	0.547858772989663	7.51062130681818e-05	0.000428818471590909	0.000497576335034156
ENSG00000090470	ENST00000204549	PDCD7	Q8N8D1	485	FALSE	NA	3072	109	0.224742268041237	1136	45	0.0927835051546392	0.895717592592593	1.60555567010309e-05	3.56718350515464e-06	0.00928021801313169
ENSG00000090539	ENST00000204604	CHRD	Q9H2X0	955	FALSE	NA	6069	342	0.358115183246073	2253	175	0.183246073298429	0.725491137631523	0.000293701054450262	0.000740835646073298	0.000415126314159131
ENSG00000090581	ENST00000204679	GNPTG	Q9UJJ9	305	FALSE	NA	1989	186	0.60983606557377	647	112	0.367213114754098	0.540212238741651	2.92826262295082e-05	3.1027268852459e-05	0.00309433005673467
ENSG00000090615	ENST00000204726	GOLGA3	Q08378	1498	FALSE	NA	9841	672	0.448598130841121	3042	343	0.228971962616822	0.605612918879573	0.000478256693591455	0.000536296848464619	0.000595311125325754
ENSG00000090621	ENST00000372858	PABPC4	Q13310-3	660	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	2.03863106060606e-05	0.000130152778787879	0.000237323779720935
ENSG00000090857	ENST00000288050	PDPR	Q8NCN5	879	FALSE	NA	5808	473	0.53811149032992	1769	195	0.221843003412969	0.738801476301476	NA	NA	NA
ENSG00000090861	ENST00000261772	AARS	P49588	968	FALSE	NA	6380	362	0.37396694214876	2013	187	0.193181818181818	0.610787387055135	NA	NA	NA
ENSG00000090863	ENST00000205061	GLG1	Q92896	1179	FALSE	NA	7823	331	0.280746395250212	2271	226	0.191687871077184	0.425170729831142	NA	NA	NA
ENSG00000090863	ENST00000205061	GLG1	Q92896-2	1203	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	2.24110565253533e-05	0.000835403557772236	2.22997699693168e-05
ENSG00000090905	ENST00000395799	TNRC6A	Q8NDV7	1962	FALSE	NA	12972	654	0.333333333333333	3917	288	0.146788990825688	0.685696435913249	NA	NA	NA
ENSG00000090932	ENST00000205143	DLL3	Q9NYJ7	618	FALSE	NA	3938	209	0.338187702265372	1460	126	0.203883495145631	0.614968519996453	0.0013154554012945	0.000776312398058252	0.0027418969680672
ENSG00000090971	ENST00000205194	NAT14	Q8WUY8	206	FALSE	NA	1278	73	0.354368932038835	535	40	0.194174757281553	0.763986697965571	0.00077563317961165	5.28073932038835e-05	0.071300804325414
ENSG00000090975	ENST00000320201	PITPNM2	Q9BZ72	1349	FALSE	NA	8872	384	0.284655300222387	2894	262	0.194217939214233	0.47808699123755	NA	NA	NA
ENSG00000090989	ENST00000381295	EXOC1	Q9NV70	894	FALSE	NA	5985	213	0.238255033557047	1675	101	0.112975391498881	0.590213156654011	1.28344071588367e-05	0.000346215994407159	4.14659067311712e-05
ENSG00000091010	ENST00000230732	POU4F3	Q15319	338	FALSE	NA	2235	139	0.411242603550296	712	79	0.233727810650888	0.56051878911449	1.49620946745562e-05	0.000126220286982249	0.00035070869627964
ENSG00000091039	ENST00000261183	OSBPL8	Q9BZF1	889	FALSE	NA	5882	206	0.231721034870641	1688	102	0.114735658042745	0.57958144155316	NA	NA	NA
ENSG00000091073	ENST00000324432	DTX2	Q86UW9	622	FALSE	NA	4055	282	0.453376205787781	1347	154	0.247588424437299	0.60828222332538	0.00169738078135048	0.00455244520578778	0.000599437859270145
ENSG00000091127	ENST00000356362	PUS7	Q96PZ0	661	FALSE	NA	4395	196	0.296520423600605	1271	102	0.154311649016641	0.555702781681501	3.69404236006051e-05	2.51834856278366e-05	0.00221913933467705
ENSG00000091129	ENST00000379028	NRCAM	Q92823	1304	FALSE	NA	8585	382	0.292944785276074	2638	173	0.132668711656442	0.678502967603799	NA	NA	NA
ENSG00000091137	ENST00000265715	SLC26A4	O43511	780	FALSE	NA	5078	362	0.464102564102564	1667	129	0.165384615384615	0.921216617663671	NA	NA	NA
ENSG00000091138	ENST00000340010	SLC26A3	P40879	764	TRUE	11	5009	268	0.350785340314136	1611	123	0.160994764397906	0.700767886097707	0.000162385536649215	0.00153988338089005	0.00013802766922253
ENSG00000091140	ENST00000205402	DLD	P09622	509	FALSE	NA	3314	145	0.284872298624754	1063	79	0.155206286836935	0.58873746209025	1.383642043222e-05	8.21443929273084e-05	0.00033092383090574
ENSG00000091157	ENST00000254442	WDR7	Q9Y4E6	1490	FALSE	NA	9714	421	0.28255033557047	3125	220	0.147651006711409	0.615618039568009	NA	NA	NA
ENSG00000091164	ENST00000217515	TXNL1	O43396	289	FALSE	NA	1946	66	0.228373702422145	546	39	0.134948096885813	0.474820143884892	8.37786851211073e-06	0.000326900871972318	8.86787613225516e-05
ENSG00000091181	ENST00000446632	IL5RA	Q01344	420	FALSE	NA	2781	160	0.380952380952381	824	67	0.15952380952381	0.707573244886678	0.000941989764285714	2.1452780952381e-05	0.104547414019995
ENSG00000091317	ENST00000205636	CMTM6	Q9NX76	183	TRUE	1	1184	56	0.306010928961749	396	29	0.158469945355191	0.645852749301025	0.000131157153005464	7.58296721311475e-06	0.0945152120516461
ENSG00000091428	ENST00000397081	RAPGEF4	Q8WZA2	1011	FALSE	NA	6676	292	0.288822947576657	2017	142	0.140454995054402	0.621275285023502	NA	NA	NA
ENSG00000091482	ENST00000379494	SMPX	Q9UHP9	88	FALSE	NA	575	23	0.261363636363636	181	14	0.159090909090909	0.517142857142857	6.926625e-06	6.92631818181818e-06	0.0113641397436655
ENSG00000091483	ENST00000366560	FH	P07954	510	FALSE	NA	3350	141	0.276470588235294	1072	73	0.143137254901961	0.618082191780822	1.00538980392157e-05	0.000110705088235294	0.000178072443474235
ENSG00000091490	ENST00000399878	SEL1L3	Q68CR1	1132	FALSE	NA	7420	337	0.297703180212014	2269	169	0.149293286219081	0.609780857748927	NA	NA	NA
ENSG00000091513	ENST00000402696	TF	P02787	698	TRUE	5	4612	214	0.306590257879656	1387	132	0.189111747851003	0.48755880575048	0.00175510099140401	0.00103480263896848	0.0024299042539128
ENSG00000091527	ENST00000264993	CDV3	Q9UKY7	258	FALSE	NA	1708	65	0.251937984496124	518	23	0.0891472868217054	0.857091945830364	7.84233062015504e-05	1.89229069767442e-06	0.160634041841643
ENSG00000091536	ENST00000205890	MYO15A	Q9UKN7	3530	FALSE	NA	22881	1345	0.381019830028329	7768	614	0.173937677053824	0.743683470930962	NA	NA	NA
ENSG00000091622	ENST00000262483	PITPNM3	Q9BZ71	974	FALSE	NA	6415	326	0.334702258726899	2087	227	0.23305954825462	0.467215810960682	NA	NA	NA
ENSG00000091656	ENST00000521891	ZFHX4	Q86UP3-5	3616	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	8.92575771570796e-05	0.00033192989380531	7.43652950214815e-05
ENSG00000091664	ENST00000263160	SLC17A6	Q9P2U8	582	FALSE	NA	3820	174	0.298969072164948	1181	78	0.134020618556701	0.68966975432944	1.69840137457045e-05	5.9619206185567e-05	0.000489475725513869
ENSG00000091704	ENST00000011292	CPA1	P15085	419	FALSE	NA	2777	152	0.362768496420048	864	78	0.186157517899761	0.606298994487687	8.75461527446301e-05	0.00185473870644391	0.000112652363348332
ENSG00000091732	ENST00000358303	ZC3HC1	Q86WB0	502	FALSE	NA	3282	174	0.346613545816733	1052	80	0.159362549800797	0.697166361974406	NA	NA	NA
ENSG00000091831	ENST00000440973	ESR1	P03372	595	FALSE	NA	3919	177	0.297478991596639	1230	114	0.191596638655462	0.487302077597669	3.92613680672269e-05	0.00407576603865546	1.61897154851727e-05
ENSG00000091844	ENST00000367225	RGS17	Q9UGC6	210	FALSE	NA	1410	48	0.228571428571429	380	25	0.119047619047619	0.517446808510638	6.39318571428571e-06	0.00210085240952381	1.44911376727788e-05
ENSG00000091879	ENST00000325203	ANGPT2	O15123	496	FALSE	NA	3329	205	0.413306451612903	895	104	0.209677419354839	0.529943734547219	3.19155463709677e-05	0.00296564886895161	2.16970593830393e-05
ENSG00000091947	ENST00000589334	TMEM101	Q96IK0	257	FALSE	NA	1649	85	0.330739299610895	576	46	0.178988326848249	0.645450470640968	1.5384626459144e-05	3.7209326848249e-05	0.00160879985836194
ENSG00000091986	ENST00000206423	CCDC80	Q76M96	950	FALSE	NA	6253	365	0.384210526315789	1926	163	0.171578947368421	0.689720467917731	NA	NA	NA
ENSG00000092009	ENST00000250378	CMA1	P23946	247	FALSE	NA	1605	149	0.603238866396761	539	52	0.210526315789474	0.962269350587107	0.000115873129554656	0.00397191293117409	0.000118109835268716
ENSG00000092020	ENST00000261475	PPP2R3C	Q969Q6	453	FALSE	NA	3023	101	0.222958057395143	821	65	0.143487858719647	0.422000559810682	NA	NA	NA
ENSG00000092067	ENST00000206513	CEBPE	Q15744	281	FALSE	NA	1815	136	0.483985765124555	626	72	0.256227758007117	0.651484542393633	3.75075088967972e-05	7.10612597864769e-05	0.00187836072353778
ENSG00000092068	ENST00000316902	SLC7A8	Q9UHI5	535	FALSE	NA	3457	206	0.385046728971963	1186	87	0.162616822429907	0.812331468052494	3.78564523364486e-05	0.00147744228224299	4.78933930914292e-05
ENSG00000092108	ENST00000458591	SCFD1	Q8WVM8	642	FALSE	NA	4244	156	0.242990654205607	1256	89	0.138629283489097	0.518738946721876	NA	NA	NA
ENSG00000092200	ENST00000400017	RPGRIP1	Q96KN7	1286	FALSE	NA	8492	450	0.349922239502333	2532	205	0.159409020217729	0.654504095676849	NA	NA	NA
ENSG00000092201	ENST00000216297	SUPT16H	Q9Y5B9	1047	FALSE	NA	7032	136	0.129894937917861	1946	137	0.130850047755492	0.274714963088447	2.50006084049666e-05	0.00178604658548233	1.33693752606702e-05
ENSG00000092208	ENST00000308317	GEMIN2	O14893	280	FALSE	NA	1830	114	0.407142857142857	556	50	0.178571428571429	0.69272131147541	0.00108087885357143	6.16729e-05	0.0625928344523763
ENSG00000092295	ENST00000206765	TGM1	P22735	817	FALSE	NA	5327	334	0.408812729498164	1765	172	0.210526315789474	0.643398483373425	NA	NA	NA
ENSG00000092345	ENST00000250863	DAZL	Q92904-2	315	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	0.000407883304761905	2.31669365079365e-05	0.0558929159114837
ENSG00000092439	ENST00000313478	TRPM7	Q96QT4	1865	FALSE	NA	12388	499	0.267560321715818	3578	251	0.134584450402145	0.574203669661039	5.66550198391421e-05	0.000391470221983914	7.75998403389386e-05
ENSG00000092445	ENST00000263798	TYRO3	Q06418	890	FALSE	NA	5770	307	0.344943820224719	1975	160	0.179775280898876	0.656764514731369	0.000319782842696629	0.000323229365168539	0.00111161485788991
ENSG00000092470	ENST00000263795	WDR76	Q9H967	626	FALSE	NA	4123	215	0.343450479233227	1255	98	0.156549520766773	0.667794403718315	0.00135367103354633	1.37766517571885e-05	0.156962216198811
ENSG00000092529	ENST00000397163	CAPN3	P20807	821	FALSE	NA	5528	336	0.40925700365408	1566	172	0.209500609013398	0.553394137246323	0.000196270909866017	0.000183049081607795	0.00130600615697181
ENSG00000092531	ENST00000249647	SNAP23	O00161	211	FALSE	NA	1408	59	0.279620853080569	406	21	0.0995260663507109	0.810132575757576	NA	NA	NA
ENSG00000092621	ENST00000369409	PHGDH	O43175	533	FALSE	NA	3454	191	0.358348968105066	1205	96	0.180112570356473	0.694107677089365	1.8482296435272e-05	0.00131615862288931	2.63463519514476e-05
ENSG00000092847	ENST00000373204	AGO1	Q8CJG1	857	FALSE	NA	5628	109	0.127187864644107	1780	146	0.170361726954492	0.23612368684951	7.92346336056009e-05	0.000189327962660443	0.000488336819752021
ENSG00000092850	ENST00000207457	TEKT2	Q9UIF3	430	FALSE	NA	2827	195	0.453488372093023	899	64	0.148837209302326	0.968921338875133	0.000118872362790698	0.00215661365581395	0.000128185850340851
ENSG00000092871	ENST00000315249	RFFL	Q8WZ73	363	FALSE	NA	2392	111	0.305785123966942	734	52	0.143250688705234	0.655019938255724	NA	NA	NA
ENSG00000092969	ENST00000366929	TGFB2	P61812-2	442	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	2.33152036199095e-05	1.64374389140271e-05	0.00320909660761047
ENSG00000093009	ENST00000437685	CDC45	O75419-3	598	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	3.5633135451505e-05	0.000198817795986622	0.000299707492146639
ENSG00000093010	ENST00000361682	COMT	P21964	271	FALSE	NA	1761	109	0.402214022140221	593	63	0.232472324723247	0.582614495732043	0.00177587291881919	0.00325924148708487	0.00201060173871006
ENSG00000093144	ENST00000531967	ECHDC1	Q9NTX5	307	FALSE	NA	2005	83	0.270358306188925	618	53	0.172638436482085	0.482698913094622	1.16468794788274e-05	6.26551465798046e-06	0.00605500429621602
ENSG00000093183	ENST00000264454	SEC22C	Q9BRL7	303	FALSE	NA	2006	97	0.32013201320132	616	41	0.135313531353135	0.72650341657953	NA	NA	NA
ENSG00000093217	ENST00000207870	XYLB	O75191	536	FALSE	NA	3507	219	0.408582089552239	1125	86	0.16044776119403	0.816887819046293	NA	NA	NA
ENSG00000094755	ENST00000518525	GABRP	O00591	440	FALSE	NA	2926	178	0.404545454545455	874	80	0.181818181818182	0.66461038961039	0.000592743031818182	0.000715758690909091	0.00188211931093874
ENSG00000094804	ENST00000209728	CDC6	Q99741	560	FALSE	NA	3665	166	0.296428571428571	1145	72	0.128571428571429	0.720289525541913	0.000318997057142857	6.875715e-05	0.00828477623113838
ENSG00000094841	ENST00000373383	UPRT	Q96BW1	309	FALSE	NA	2028	42	0.135922330097087	642	30	0.0970873786407767	0.443195266272189	NA	NA	NA
ENSG00000094880	ENST00000394886	CDC23	Q9UJX2	597	FALSE	NA	3905	117	0.195979899497487	1186	84	0.14070351758794	0.423029083592464	1.27083031825796e-05	1.79508860971524e-05	0.00118584341124518
ENSG00000094916	ENST00000209875	CBX5	P45973	191	FALSE	NA	1290	20	0.104712041884817	333	20	0.104712041884817	0.258139534883721	2.11301570680628e-06	7.11579057591623e-06	0.00155469857378346
ENSG00000095015	ENST00000399503	MAP3K1	Q13233	1512	FALSE	NA	9854	377	0.249338624338624	3156	206	0.136243386243386	0.586136229730768	0.000944059162037037	0.00162147273677249	0.00038506830149535
ENSG00000095059	ENST00000210060	DHPS	P49366	369	FALSE	NA	2444	171	0.463414634146341	769	87	0.235772357723577	0.618446300581297	4.6986216802168e-05	4.93950677506775e-05	0.00257786711652678
ENSG00000095066	ENST00000397668	HOOK2	Q96ED9	719	FALSE	NA	4649	311	0.432545201668985	1537	132	0.183588317107093	0.77893421198433	0.000509230207232267	7.14431390820584e-05	0.00991344814053311
ENSG00000095203	ENST00000374566	EPB41L4B	Q9H329	900	FALSE	NA	5874	271	0.301111111111111	1928	126	0.14	0.70594657111511	0.000922676064444444	0.000520556353333333	0.00196942294642213
ENSG00000095209	ENST00000374692	TMEM38B	Q9NVV0	291	FALSE	NA	1902	115	0.395189003436426	590	43	0.147766323024055	0.829604088719341	9.06161786941581e-05	1.71798006872852e-05	0.0181256935828815
ENSG00000095303	ENST00000362012	PTGS1	P23219	599	FALSE	NA	3958	229	0.382303839732888	1234	106	0.176961602671119	0.673548676194381	NA	NA	NA
ENSG00000095321	ENST00000318080	CRAT	P43155	626	FALSE	NA	4137	245	0.391373801916933	1298	130	0.207667731629393	0.591305479630353	0.00168317677955272	0.000156172517571885	0.0172167346714502
ENSG00000095370	ENST00000314830	SH2D3C	Q8N5H7	860	FALSE	NA	5605	292	0.33953488372093	1875	162	0.188372093023256	0.602966927677008	NA	NA	NA
ENSG00000095397	ENST00000362057	DFNB31	Q9P202	907	FALSE	NA	5797	422	0.465270121278942	2155	196	0.216097023153252	0.800387603721841	NA	NA	NA
ENSG00000095564	ENST00000265990	BTAF1	O14981	1849	FALSE	NA	12175	374	0.202271498107085	3677	256	0.138453217955652	0.44122112422998	8.28171281773932e-06	1.25088761492699e-05	0.000358067548431994
ENSG00000095574	ENST00000368886	IKZF5	Q9H5V7	419	FALSE	NA	2816	90	0.214797136038186	803	48	0.114558472553699	0.53466796875	9.70698090692124e-06	4.37990214797136e-06	0.00528939188325566
ENSG00000095585	ENST00000224337	BLNK	Q8WV28	456	FALSE	NA	2983	144	0.315789473684211	931	72	0.157894736842105	0.624203821656051	4.39471030701754e-05	0.00141053268201754	6.8325411569505e-05
ENSG00000095627	ENST00000251864	TDRD1	Q9BXT4-3	1189	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	3.1409661059714e-05	1.3923622371741e-05	0.00189727008578725
ENSG00000095713	ENST00000370597	CRTAC1	Q9NQ79	661	FALSE	NA	4349	275	0.416036308623298	1425	149	0.225416036308623	0.604744437122782	0.000288652378214826	0.000502162470499244	0.000869619817654491
ENSG00000095739	ENST00000375533	BAMBI	Q13145	260	FALSE	NA	1730	95	0.365384615384615	512	42	0.161538461538462	0.669419212771814	4.65822846153846e-05	5.79273923076923e-05	0.00309288276234563
ENSG00000095787	ENST00000354911	WAC	Q9BTA9	647	FALSE	NA	4230	159	0.245749613601236	1335	95	0.146831530139104	0.528219484882419	NA	NA	NA
ENSG00000095970	ENST00000373113	TREM2	Q9NZC2	230	FALSE	NA	1503	93	0.404347826086957	502	32	0.139130434782609	0.970683632734531	NA	NA	NA
ENSG00000095981	ENST00000425054	KCNK16	Q96T55-4	322	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	6.40530838509317e-05	0.00275217989130435	7.22782043730402e-05
ENSG00000096060	ENST00000536438	FKBP5	Q13451	457	FALSE	NA	3037	123	0.269146608315098	849	68	0.148796498905908	0.505660578357125	3.89214463894967e-05	9.96834135667396e-05	0.000854377631185484
ENSG00000096063	ENST00000373825	SRPK1	Q96SB4	655	FALSE	NA	4338	163	0.248854961832061	1251	75	0.114503816793893	0.626749654218534	NA	NA	NA
ENSG00000096070	ENST00000357641	BRPF3	Q9ULD4	1205	FALSE	NA	7910	349	0.289626556016598	2511	191	0.15850622406639	0.580045803244617	6.90032473029046e-05	1.8077465560166e-05	0.00316770652694515
ENSG00000096080	ENST00000372133	MRPS18A	Q9NVS2	196	FALSE	NA	1258	93	0.474489795918367	438	35	0.178571428571429	0.925141948671361	NA	NA	NA
ENSG00000096088	ENST00000373025	PGC	P20142	388	FALSE	NA	2565	152	0.391752577319588	792	69	0.177835051546392	0.680193236714976	NA	NA	NA
ENSG00000096092	ENST00000211314	TMEM14A	Q9Y6G1	99	FALSE	NA	636	37	0.373737373737374	223	14	0.141414141414141	0.926662174303684	0.00013057998989899	4.40950505050505e-06	0.299124228649749
ENSG00000096093	ENST00000371068	EFHC1	Q5JVL4	640	FALSE	NA	4249	284	0.44375	1249	77	0.1203125	1.08418481965199	0.0004697671671875	1.47605109375e-05	0.0497280346079123
ENSG00000096395	ENST00000430124	MLN	P12872	115	FALSE	NA	758	44	0.382608695652174	239	22	0.191304347826087	0.630606860158311	0.00534305289565217	4.61160869565217e-06	10.0748638042976
ENSG00000096401	ENST00000371477	CDC5L	Q99459	802	FALSE	NA	5288	162	0.201995012468828	1550	122	0.15211970074813	0.389220257434091	7.18914588528678e-06	0.000509563123441397	1.75915836301433e-05
ENSG00000096654	ENST00000211936	ZNF184	Q99676	751	FALSE	NA	5046	164	0.218375499334221	1336	85	0.113182423435419	0.510839103774685	0.000874628889480692	0.000127529853528629	0.00913212863535352
ENSG00000096696	ENST00000379802	DSP	P15924	2871	FALSE	NA	19078	945	0.329153605015674	5484	461	0.160571229536747	0.589244428455486	0.000147017327760362	0.00112353959352142	4.55771275269909e-05
ENSG00000096717	ENST00000212015	SIRT1	Q96EB6	747	FALSE	NA	4910	169	0.22623828647925	1518	99	0.132530120481928	0.527766463000679	NA	NA	NA
ENSG00000097096	ENST00000341460	SYDE2	Q5VT97	1194	FALSE	NA	7857	380	0.318257956448911	2397	135	0.113065326633166	0.858738845756791	NA	NA	NA
ENSG00000099139	ENST00000545128	PCSK5	Q92824	1860	FALSE	NA	12444	613	0.329569892473118	3456	316	0.16989247311828	0.538749801643006	NA	NA	NA
ENSG00000099194	ENST00000370355	SCD	O00767	359	FALSE	NA	2372	90	0.250696378830084	728	69	0.192200557103064	0.400322604296503	0.00112997213091922	2.72332144846797e-05	0.115577787704677
ENSG00000099203	ENST00000214869	TMED1	Q13445	227	FALSE	NA	1487	105	0.462555066079295	489	41	0.180616740088106	0.842176915380452	2.73156431718062e-05	6.92290748898678e-06	0.0173818919324252
ENSG00000099204	ENST00000277895	ABLIM1	O14639	778	FALSE	NA	5128	254	0.326478149100257	1560	144	0.185089974293059	0.536596463858554	4.73532776349614e-05	0.00124569597043702	4.886055414977e-05
ENSG00000099219	ENST00000339450	ERMP1	Q7Z2K6	904	FALSE	NA	5919	329	0.363938053097345	1897	146	0.161504424778761	0.722207564680261	5.16759889380531e-05	0.000314199219026549	0.000181934585180055
ENSG00000099250	ENST00000265371	NRP1	O14786	923	FALSE	NA	6127	308	0.333694474539545	1818	163	0.176598049837486	0.560672313335022	NA	NA	NA
ENSG00000099256	ENST00000320152	PRTFDC1	Q9NRG1	225	FALSE	NA	1503	82	0.364444444444444	423	37	0.164444444444444	0.623725521929115	NA	NA	NA
ENSG00000099260	ENST00000263174	PALMD	Q9NP74	551	FALSE	NA	3664	192	0.348457350272232	1043	84	0.152450090744102	0.650655021834061	NA	NA	NA
ENSG00000099282	ENST00000373290	TSPAN15	O95858	294	FALSE	NA	1938	98	0.333333333333333	611	50	0.170068027210884	0.617936016511868	0.000128275517006803	1.06287619047619e-05	0.0410500570288048
ENSG00000099284	ENST00000373255	H2AFY2	Q9P0M6	372	FALSE	NA	2424	75	0.201612903225806	790	86	0.231182795698925	0.284221736127101	1.41707043010753e-05	7.29325241935484e-05	0.000522308689478932
ENSG00000099330	ENST00000215061	OCEL1	Q9H607	264	TRUE	1	1711	113	0.428030303030303	578	62	0.234848484848485	0.615693520107087	0.000947023412878788	0.00236191271212121	0.00151877327170423
ENSG00000099338	ENST00000409235	CATSPERG	Q6ZRH7	1159	TRUE	1	7701	347	0.29939603106126	2305	178	0.15358067299396	0.583489813813761	0.000307639843830889	0.000715883150129422	0.000370780602471188
ENSG00000099364	ENST00000380310	FBXL19	Q6PCT2	694	FALSE	NA	4396	146	0.210374639769452	1647	129	0.185878962536023	0.424032418477686	0.000430330195965418	1.37227319884726e-05	0.0451857785316585
ENSG00000099365	ENST00000215095	STX1B	P61265	288	FALSE	NA	1935	46	0.159722222222222	556	55	0.190972222222222	0.240319473807846	2.11691319444444e-06	0.000837840861111111	8.77301809620222e-06
ENSG00000099377	ENST00000297679	HSD3B7	Q9H2F3	369	FALSE	NA	2354	158	0.428184281842818	856	75	0.203252032520325	0.766060606060606	0.00171751340379404	0.00178222842818428	0.00261162250346467
ENSG00000099381	ENST00000262519	SETD1A	O15047	1707	FALSE	NA	10990	613	0.359109548916227	3814	427	0.250146455770357	0.498213619790612	3.69661458699473e-05	4.51771136496778e-05	0.000479349381415295
ENSG00000099385	ENST00000380317	BCL7C	Q8WUZ0-2	242	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	8.08765289256198e-06	5.81540909090909e-05	0.000574681037096655
ENSG00000099399	ENST00000378988	MAGEB2	O15479	319	FALSE	NA	2085	114	0.357366771159875	657	34	0.106583072100313	1.05653829877275	0.00293170777742947	0.0017369210031348	0.00529114824205097
ENSG00000099624	ENST00000215375	ATP5D	P30049	168	FALSE	NA	1070	59	0.351190476190476	408	40	0.238095238095238	0.562429906542056	1.87538095238095e-05	4.84477261904762e-05	0.00230412915882208
ENSG00000099783	ENST00000325495	HNRNPM	P52272	730	FALSE	NA	4874	220	0.301369863013699	1495	132	0.180821917808219	0.511215975926686	3.87121109589041e-05	0.00273199882328767	1.94108022788179e-05
ENSG00000099800	ENST00000215570	TIMM13	Q9Y5L4	95	FALSE	NA	637	46	0.484210526315789	189	22	0.231578947368421	0.62037962037962	7.13627368421053e-06	0.000799297442105263	9.39808717043512e-05
ENSG00000099812	ENST00000215582	MISP	Q8IVT2	679	TRUE	1	4392	393	0.57879234167894	1505	174	0.256259204712813	0.773958137051693	0.000368983100147275	0.000625255106038292	0.000869119420061715
ENSG00000099821	ENST00000588649	POLRMT	O00411	1230	FALSE	NA	7960	656	0.533333333333333	2722	445	0.361788617886179	0.504102535147648	0.000519402329268293	0.00191944840813008	0.000219999826350982
ENSG00000099840	ENST00000395301	IZUMO4	Q1ZYL8	232	FALSE	NA	1543	117	0.504310344827586	459	61	0.262931034482759	0.570561924290556	0.00011320388362069	1.31790431034483e-05	0.0370245222203909
ENSG00000099864	ENST00000338448	PALM	O75781	387	FALSE	NA	2509	179	0.462532299741602	859	114	0.294573643410853	0.537577003489193	NA	NA	NA
